applicant_id,stated_monthly_income,documented_monthly_income,loan_amount,employment_status,bank_ending_balance,bank_has_overdrafts,bank_has_consistent_deposits,monthly_withdrawals,monthly_deposits,num_documents_submitted,rule_based_score,rule_based_decision,actual_outcome,days_to_default
APP-0486,4962.0,5030.0,500,employed,4048.0,False,False,3798.0,4294.0,2,81.2,approved,repaid,
APP-0487,2346.0,2296.0,2000,employed,1695.0,True,True,872.0,1955.0,2,63.0,flagged_for_review,defaulted,100.0
APP-0488,2263.0,2249.0,2000,unemployed,3781.0,False,False,1392.0,2010.0,2,48.6,denied,ongoing,
APP-0489,6032.0,6114.0,2000,self_employed,1775.0,False,False,3099.0,5328.0,2,78.2,approved,repaid,
APP-0490,4214.0,4324.0,500,employed,549.0,False,True,2242.0,4084.0,1,90.5,approved,repaid,
APP-0491,5099.0,5172.0,1500,self_employed,1545.0,False,True,1814.0,4911.0,2,86.3,approved,repaid,
APP-0492,3766.0,3589.0,3000,employed,548.0,False,True,1378.0,3558.0,2,69.6,flagged_for_review,defaulted,92.0
APP-0493,6682.0,7013.0,1000,employed,1152.0,False,True,5877.0,6962.0,2,87.6,approved,repaid,
APP-0494,5000.0,4826.0,1000,employed,2301.0,False,True,3605.0,4579.0,2,88.1,approved,repaid,
APP-0495,4986.0,4506.0,1000,employed,2767.0,False,True,2103.0,3834.0,1,90.5,approved,repaid,
APP-0496,4508.0,4302.0,300,employed,0.0,True,False,3261.0,3889.0,1,69.6,flagged_for_review,ongoing,
APP-0497,5233.0,,3000,employed,1974.0,False,False,1710.0,4851.0,0,35.5,denied,repaid,
APP-0498,2602.0,2389.0,3000,unemployed,1120.0,False,True,1560.0,2210.0,2,54.4,flagged_for_review,repaid,
APP-0499,2316.0,2182.0,5000,unemployed,1027.0,False,True,1774.0,2052.0,1,52.9,flagged_for_review,defaulted,101.0
APP-0500,5421.0,,1500,self_employed,2199.0,False,True,4555.0,5389.0,0,53.0,flagged_for_review,repaid,
APP-0501,4544.0,4559.0,2000,employed,1174.0,True,True,2430.0,4480.0,2,73.3,flagged_for_review,repaid,
APP-0502,2981.0,2716.0,500,employed,4073.0,False,True,1846.0,2353.0,2,88.2,approved,repaid,
APP-0503,4913.0,4572.0,1500,self_employed,3782.0,True,False,2351.0,4068.0,1,72.2,flagged_for_review,repaid,
APP-0504,7424.0,6785.0,1500,self_employed,3773.0,False,False,5597.0,6615.0,1,75.5,approved,repaid,
APP-0505,6312.0,5741.0,3000,employed,1258.0,False,True,3605.0,5589.0,2,78.3,approved,defaulted,85.0
APP-0506,3614.0,3398.0,2000,unemployed,556.0,False,False,2414.0,3028.0,1,47.5,denied,repaid,
APP-0507,4026.0,3969.0,3000,self_employed,2123.0,False,True,1337.0,3808.0,1,64.0,flagged_for_review,defaulted,22.0
APP-0508,1539.0,1608.0,3000,unemployed,1774.0,True,True,1045.0,1529.0,1,48.7,denied,defaulted,85.0
APP-0509,5059.0,5218.0,3000,self_employed,1087.0,False,True,3160.0,4805.0,2,60.9,flagged_for_review,repaid,
APP-0510,2598.0,2680.0,300,self_employed,236.0,True,True,1643.0,2359.0,1,71.0,flagged_for_review,repaid,
APP-0511,4845.0,4488.0,2000,employed,1938.0,False,True,3320.0,4413.0,1,77.2,approved,repaid,
APP-0512,1644.0,1545.0,1500,unemployed,1394.0,False,False,1318.0,1470.0,1,46.5,denied,defaulted,131.0
APP-0513,3234.0,2948.0,1000,self_employed,3033.0,True,True,2092.0,2580.0,1,75.9,approved,repaid,
APP-0514,1342.0,,300,employed,2998.0,False,False,568.0,1283.0,0,57.1,flagged_for_review,repaid,
APP-0515,4799.0,4369.0,1500,employed,3651.0,False,True,3515.0,4200.0,1,87.6,approved,repaid,
APP-0516,7134.0,7016.0,1000,employed,111.0,True,True,2616.0,6897.0,2,80.2,approved,defaulted,69.0
APP-0517,6608.0,6193.0,1000,self_employed,2602.0,False,True,3854.0,5471.0,1,83.0,approved,defaulted,107.0
APP-0518,1961.0,1837.0,1500,unemployed,909.0,False,False,1602.0,1833.0,2,46.8,denied,repaid,
APP-0519,6854.0,7187.0,3000,employed,169.0,True,False,2295.0,6274.0,1,63.1,flagged_for_review,ongoing,
APP-0520,5133.0,,2000,employed,1357.0,False,True,4113.0,4826.0,0,47.7,denied,defaulted,81.0
APP-0521,5296.0,5431.0,1000,employed,3603.0,False,False,4220.0,5152.0,2,81.8,approved,repaid,
APP-0522,2866.0,2825.0,1000,unemployed,1442.0,False,False,1618.0,2579.0,2,60.5,flagged_for_review,repaid,
APP-0523,4726.0,4871.0,500,self_employed,4348.0,False,False,2247.0,4487.0,2,79.0,approved,repaid,
APP-0524,3774.0,3762.0,1000,self_employed,2823.0,False,False,2085.0,3700.0,1,78.4,approved,repaid,
APP-0525,6806.0,7091.0,500,employed,1409.0,False,True,6242.0,6714.0,1,86.7,approved,repaid,
APP-0526,4791.0,4514.0,5000,employed,3740.0,False,True,1799.0,4173.0,1,69.2,flagged_for_review,defaulted,41.0
APP-0527,4325.0,4279.0,1500,employed,2668.0,False,False,2517.0,3719.0,1,72.0,flagged_for_review,repaid,
APP-0528,5001.0,5019.0,500,employed,601.0,False,True,1513.0,4271.0,1,92.5,approved,repaid,
APP-0529,3104.0,2977.0,1000,self_employed,4788.0,False,False,1142.0,2586.0,2,79.6,approved,ongoing,
APP-0530,7857.0,8108.0,1500,self_employed,2389.0,False,False,6413.0,8055.0,1,76.0,approved,repaid,
APP-0531,1607.0,1682.0,1500,unemployed,2028.0,False,False,806.0,1623.0,1,50.5,flagged_for_review,ongoing,
APP-0532,1424.0,1387.0,300,unemployed,717.0,False,True,1298.0,1380.0,1,74.6,flagged_for_review,repaid,
APP-0533,3169.0,3038.0,5000,employed,3769.0,False,True,1625.0,2598.0,2,67.2,flagged_for_review,repaid,
APP-0534,6219.0,6037.0,1000,self_employed,2776.0,False,False,3654.0,5748.0,2,77.6,approved,repaid,
APP-0535,500.0,514.0,300,unemployed,2944.0,False,False,142.0,440.0,2,52.3,flagged_for_review,repaid,
APP-0536,6779.0,6757.0,300,self_employed,1239.0,False,False,6025.0,6537.0,2,74.8,flagged_for_review,repaid,
APP-0537,7179.0,6509.0,1500,employed,3251.0,False,True,2440.0,5905.0,1,91.9,approved,repaid,
APP-0538,5490.0,5387.0,500,employed,3368.0,False,True,3027.0,4657.0,2,89.5,approved,ongoing,
APP-0539,5451.0,4920.0,300,employed,997.0,False,False,2564.0,4601.0,1,84.4,approved,repaid,
APP-0540,1370.0,1393.0,1000,unemployed,0.0,False,False,708.0,1243.0,2,43.8,denied,defaulted,41.0
APP-0541,4943.0,4692.0,1500,self_employed,2872.0,False,True,3198.0,4453.0,2,82.8,approved,defaulted,172.0
APP-0542,6559.0,6367.0,500,employed,0.0,True,True,4412.0,6041.0,1,76.7,approved,repaid,
APP-0543,2436.0,2484.0,1000,self_employed,2228.0,False,True,950.0,2374.0,2,74.7,flagged_for_review,repaid,
APP-0544,5691.0,5162.0,1000,self_employed,1329.0,False,False,3221.0,5156.0,2,77.8,approved,defaulted,66.0
APP-0545,3392.0,3133.0,500,employed,3828.0,False,False,2315.0,2845.0,2,81.9,approved,repaid,
APP-0546,2669.0,2561.0,1500,employed,1411.0,False,True,1386.0,2356.0,1,67.6,flagged_for_review,repaid,
APP-0547,4645.0,,300,self_employed,3661.0,False,False,1839.0,4509.0,0,51.4,flagged_for_review,ongoing,
APP-0548,5565.0,5291.0,300,employed,1229.0,False,True,2496.0,4956.0,1,91.0,approved,repaid,
APP-0549,2942.0,3088.0,1500,self_employed,3500.0,False,False,1157.0,2642.0,1,57.1,flagged_for_review,repaid,
APP-0550,3696.0,,500,employed,5091.0,False,True,1378.0,3609.0,0,63.7,flagged_for_review,repaid,
APP-0551,6272.0,6476.0,300,self_employed,398.0,False,True,3030.0,5555.0,2,78.5,approved,repaid,
APP-0552,3216.0,,1000,employed,2438.0,False,True,1835.0,2816.0,0,61.0,flagged_for_review,repaid,
APP-0553,7464.0,7099.0,3000,employed,6123.0,False,True,2133.0,6143.0,1,81.3,approved,repaid,
APP-0554,3912.0,,2000,self_employed,2100.0,True,False,2334.0,3371.0,0,20.1,denied,defaulted,71.0
APP-0555,5958.0,5571.0,2000,employed,2093.0,False,True,4498.0,4757.0,1,75.3,approved,repaid,
APP-0556,4507.0,,3000,employed,3183.0,False,False,3585.0,3868.0,0,29.7,denied,defaulted,22.0
APP-0557,5905.0,5916.0,5000,employed,2062.0,False,True,4549.0,5422.0,2,65.1,flagged_for_review,defaulted,149.0
APP-0558,6792.0,6353.0,2000,self_employed,0.0,True,False,2669.0,5641.0,2,67.3,flagged_for_review,ongoing,
APP-0559,2945.0,2817.0,1500,self_employed,3698.0,False,False,770.0,2448.0,2,58.4,flagged_for_review,repaid,
APP-0560,7618.0,,1000,self_employed,0.0,False,False,6085.0,7228.0,0,41.1,denied,repaid,
APP-0561,3497.0,3424.0,500,employed,1375.0,False,True,1018.0,3027.0,1,92.6,approved,repaid,
APP-0562,6111.0,6315.0,1500,employed,3811.0,False,True,2335.0,5385.0,2,91.7,approved,ongoing,
APP-0563,4230.0,4048.0,5000,employed,1465.0,False,True,2416.0,3695.0,2,67.0,flagged_for_review,repaid,
APP-0564,4657.0,4826.0,1000,employed,959.0,False,True,1800.0,4327.0,1,91.8,approved,repaid,
APP-0565,3508.0,3389.0,2000,employed,3319.0,False,True,2562.0,3043.0,2,65.1,flagged_for_review,ongoing,
APP-0566,1156.0,1170.0,1000,employed,723.0,False,True,864.0,1072.0,2,65.4,flagged_for_review,defaulted,144.0
APP-0567,4713.0,4899.0,1000,employed,167.0,True,True,3684.0,4656.0,2,76.1,approved,repaid,
APP-0568,1408.0,1459.0,1000,unemployed,2412.0,False,False,1142.0,1375.0,2,47.2,denied,repaid,
APP-0569,6177.0,5612.0,1500,employed,1726.0,False,True,2462.0,5559.0,1,91.6,approved,repaid,
APP-0570,4971.0,,1000,employed,134.0,False,True,3568.0,4611.0,0,53.8,flagged_for_review,defaulted,167.0
APP-0571,4915.0,,2000,self_employed,2955.0,False,True,2403.0,4526.0,0,44.9,denied,defaulted,109.0
APP-0572,5034.0,,3000,employed,2697.0,True,True,3257.0,4440.0,0,31.7,denied,ongoing,
APP-0573,2309.0,2300.0,3000,self_employed,1460.0,True,True,840.0,2216.0,2,57.7,flagged_for_review,defaulted,159.0
APP-0574,2738.0,2852.0,500,self_employed,1563.0,False,True,1885.0,2485.0,1,82.4,approved,defaulted,154.0
APP-0575,2698.0,2474.0,3000,unemployed,2706.0,False,False,2129.0,2285.0,1,46.2,denied,repaid,
APP-0576,6073.0,,1000,employed,3786.0,True,True,1821.0,5546.0,0,58.2,flagged_for_review,defaulted,94.0
APP-0577,500.0,464.0,1000,unemployed,1576.0,False,True,159.0,441.0,2,57.9,flagged_for_review,repaid,
APP-0578,5658.0,5851.0,2000,employed,2982.0,False,True,2198.0,5779.0,2,80.9,approved,repaid,
APP-0579,5029.0,5254.0,1000,employed,2848.0,False,True,3022.0,5212.0,1,90.2,approved,repaid,
APP-0580,6009.0,5840.0,300,employed,3319.0,False,True,2499.0,5111.0,2,91.1,approved,defaulted,59.0
APP-0581,1528.0,1399.0,1000,unemployed,2059.0,False,False,1026.0,1244.0,2,47.3,denied,repaid,
APP-0582,4469.0,1484.0,2000,employed,632.0,False,False,877.0,1442.0,2,44.2,denied,defaulted,114.0
APP-0583,4140.0,1067.0,1000,employed,1306.0,False,True,609.0,990.0,1,61.4,flagged_for_review,repaid,
APP-0584,4388.0,4183.0,1500,self_employed,2514.0,False,False,2941.0,3839.0,2,65.1,flagged_for_review,repaid,
APP-0585,7324.0,7567.0,1500,employed,4728.0,True,False,3874.0,7238.0,1,78.6,approved,repaid,
APP-0586,3141.0,3287.0,2000,employed,1274.0,False,False,1637.0,3090.0,1,62.2,flagged_for_review,defaulted,90.0
APP-0587,2799.0,2753.0,3000,employed,3207.0,False,True,2171.0,2741.0,2,65.6,flagged_for_review,defaulted,70.0
APP-0588,5247.0,5168.0,1000,employed,1508.0,False,True,3910.0,4845.0,1,87.9,approved,repaid,
APP-0589,5076.0,,500,employed,2166.0,False,True,1445.0,4669.0,0,64.4,flagged_for_review,repaid,
APP-0590,5260.0,5195.0,1000,employed,4273.0,False,True,1904.0,4839.0,2,92.1,approved,repaid,
APP-0591,5123.0,4949.0,1000,self_employed,3146.0,False,True,2108.0,4806.0,2,85.6,approved,repaid,
APP-0592,4665.0,1755.0,2000,employed,138.0,False,False,873.0,1653.0,2,39.0,denied,repaid,
APP-0593,7235.0,6584.0,300,employed,1141.0,True,True,3052.0,6236.0,2,85.1,approved,repaid,
APP-0594,5277.0,4949.0,1000,self_employed,3884.0,False,False,3620.0,4928.0,2,76.7,approved,ongoing,
APP-0595,3757.0,3493.0,2000,employed,2213.0,False,True,2760.0,3293.0,1,65.1,flagged_for_review,defaulted,87.0
APP-0596,3470.0,3405.0,1500,self_employed,277.0,True,False,1312.0,3089.0,1,56.5,flagged_for_review,repaid,
APP-0597,2535.0,2510.0,2000,employed,772.0,False,True,1594.0,2394.0,2,66.8,flagged_for_review,defaulted,64.0
APP-0598,4736.0,4695.0,2000,employed,3055.0,False,True,2402.0,4455.0,1,79.4,approved,repaid,
APP-0599,7492.0,7179.0,2000,employed,3492.0,True,True,3846.0,6117.0,2,83.7,approved,defaulted,17.0
APP-0600,5031.0,4846.0,1500,employed,2027.0,False,True,3137.0,4459.0,2,89.0,approved,repaid,
APP-0601,5346.0,,1000,employed,5713.0,False,True,4527.0,5140.0,0,58.7,flagged_for_review,repaid,
APP-0602,3110.0,3021.0,5000,employed,3236.0,False,True,1187.0,2794.0,2,69.3,flagged_for_review,defaulted,50.0
APP-0603,4075.0,4271.0,1500,employed,1635.0,False,True,1473.0,4130.0,2,81.2,approved,repaid,
APP-0604,4437.0,4286.0,500,employed,776.0,False,True,2783.0,3933.0,1,88.9,approved,repaid,
APP-0605,4523.0,4511.0,1000,employed,538.0,False,True,2503.0,4500.0,1,90.4,approved,repaid,
APP-0606,6922.0,6282.0,1500,employed,2503.0,False,True,2279.0,5616.0,2,91.9,approved,repaid,
APP-0607,5837.0,,3000,employed,1267.0,False,False,1896.0,5042.0,0,35.2,denied,repaid,
APP-0608,3333.0,1115.0,500,employed,4511.0,False,True,676.0,1020.0,1,60.9,flagged_for_review,repaid,
APP-0609,5460.0,5686.0,300,self_employed,4199.0,False,True,2623.0,5295.0,1,85.0,approved,repaid,
APP-0610,5747.0,6032.0,3000,employed,2950.0,False,True,5162.0,5443.0,2,64.0,flagged_for_review,ongoing,
APP-0611,827.0,,3000,self_employed,232.0,False,True,413.0,733.0,0,27.4,denied,repaid,
APP-0612,3634.0,959.0,1000,self_employed,992.0,False,False,399.0,912.0,2,51.1,flagged_for_review,repaid,
APP-0613,3477.0,3364.0,1000,employed,3884.0,False,True,2162.0,3050.0,2,88.9,approved,repaid,
APP-0614,3905.0,3845.0,1500,self_employed,1155.0,False,True,1666.0,3632.0,2,74.2,flagged_for_review,repaid,
APP-0615,1377.0,1272.0,1000,unemployed,3683.0,False,True,764.0,1230.0,2,55.3,flagged_for_review,repaid,
APP-0616,4649.0,4781.0,3000,employed,2712.0,True,True,2829.0,4610.0,2,61.4,flagged_for_review,repaid,
APP-0617,5700.0,5908.0,500,employed,2078.0,False,False,3185.0,5354.0,1,84.1,approved,repaid,
APP-0618,1414.0,1368.0,300,self_employed,946.0,False,True,1046.0,1279.0,2,81.8,approved,repaid,
APP-0619,4179.0,3937.0,500,self_employed,1859.0,False,True,1592.0,3612.0,1,85.6,approved,repaid,
APP-0620,4520.0,4163.0,1000,employed,2284.0,False,True,3625.0,4083.0,2,87.1,approved,defaulted,20.0
APP-0621,5228.0,5241.0,500,employed,3549.0,False,True,4191.0,5146.0,1,87.9,approved,ongoing,
APP-0622,3747.0,3548.0,300,employed,671.0,False,True,1652.0,3199.0,2,90.8,approved,repaid,
APP-0623,8134.0,8430.0,2000,employed,1606.0,False,False,3039.0,7282.0,2,85.8,approved,repaid,
APP-0624,4481.0,4484.0,500,self_employed,2067.0,True,True,1890.0,3924.0,1,79.2,approved,ongoing,
APP-0625,5277.0,,3000,employed,2994.0,True,True,2465.0,4776.0,0,33.8,denied,repaid,
APP-0626,8035.0,7906.0,1000,employed,637.0,False,True,4892.0,7389.0,1,89.4,approved,repaid,
APP-0627,3814.0,3459.0,1500,self_employed,25.0,True,False,1083.0,3281.0,2,57.4,flagged_for_review,repaid,
APP-0628,4715.0,,500,employed,3011.0,False,True,3794.0,4242.0,0,58.6,flagged_for_review,ongoing,
APP-0629,4464.0,4438.0,500,employed,0.0,True,True,1535.0,4217.0,2,80.4,approved,repaid,
APP-0630,2807.0,2945.0,1500,self_employed,3927.0,False,False,1405.0,2917.0,1,56.7,flagged_for_review,defaulted,147.0
APP-0631,3330.0,3265.0,1500,self_employed,1766.0,False,True,1148.0,3095.0,1,75.0,approved,repaid,
APP-0632,1682.0,1693.0,2000,employed,0.0,False,True,691.0,1479.0,2,62.8,flagged_for_review,repaid,
APP-0633,7300.0,6632.0,2000,employed,1279.0,False,True,5247.0,6213.0,2,87.6,approved,repaid,
APP-0634,2864.0,2849.0,1500,employed,2569.0,False,True,1857.0,2653.0,1,66.5,flagged_for_review,repaid,
APP-0635,4600.0,4668.0,1000,employed,1201.0,False,True,2049.0,4577.0,2,91.5,approved,repaid,
APP-0636,4356.0,4429.0,3000,employed,2030.0,False,True,3464.0,3997.0,2,64.8,flagged_for_review,repaid,
APP-0637,5883.0,5974.0,1500,employed,3110.0,False,True,4477.0,5457.0,1,87.8,approved,repaid,
APP-0638,2603.0,2431.0,5000,employed,1697.0,False,True,1805.0,2285.0,1,65.6,flagged_for_review,repaid,
APP-0639,5693.0,5957.0,2000,employed,594.0,False,True,4707.0,5532.0,2,76.2,approved,repaid,
APP-0640,8036.0,8432.0,300,employed,1552.0,False,True,5676.0,8077.0,1,89.0,approved,repaid,
APP-0641,2955.0,971.0,1000,employed,4122.0,False,True,520.0,831.0,1,50.0,flagged_for_review,ongoing,
APP-0642,5285.0,5499.0,1500,employed,4528.0,False,True,2791.0,5139.0,2,90.6,approved,repaid,
APP-0643,4007.0,3780.0,2000,employed,0.0,True,True,1462.0,3282.0,1,68.3,flagged_for_review,repaid,
APP-0644,5639.0,,1500,employed,3637.0,False,True,3351.0,5060.0,0,60.9,flagged_for_review,repaid,
APP-0645,1369.0,1302.0,2000,self_employed,2375.0,False,False,1085.0,1235.0,2,52.7,flagged_for_review,defaulted,152.0
APP-0646,4038.0,4220.0,1000,employed,3386.0,False,True,2530.0,3687.0,1,89.1,approved,repaid,
APP-0647,5642.0,5164.0,500,self_employed,1174.0,False,True,4155.0,4628.0,2,81.0,approved,ongoing,
APP-0648,4987.0,,300,self_employed,0.0,False,True,2535.0,4765.0,0,50.2,flagged_for_review,defaulted,107.0
APP-0649,4714.0,4545.0,1500,employed,2877.0,False,True,3238.0,4307.0,2,88.5,approved,defaulted,109.0
APP-0650,6080.0,5769.0,1500,employed,589.0,False,True,3596.0,4983.0,2,88.8,approved,repaid,
APP-0651,3060.0,3050.0,1000,employed,0.0,True,True,2102.0,2857.0,1,76.6,approved,ongoing,
APP-0652,3565.0,3279.0,1500,employed,22.0,False,True,2057.0,2859.0,2,71.6,flagged_for_review,repaid,
APP-0653,3247.0,3271.0,300,self_employed,2901.0,False,False,1290.0,2904.0,2,79.6,approved,ongoing,
APP-0654,7226.0,7566.0,300,employed,2209.0,False,False,2735.0,6953.0,1,86.1,approved,repaid,
APP-0655,5533.0,,2000,employed,3174.0,True,False,4488.0,4794.0,0,34.9,denied,defaulted,92.0
APP-0656,4530.0,4661.0,1000,employed,3004.0,False,True,1534.0,4657.0,2,92.7,approved,repaid,
APP-0657,4999.0,4769.0,1500,employed,1369.0,False,False,2520.0,4172.0,2,84.0,approved,defaulted,68.0
APP-0658,3987.0,3783.0,2000,self_employed,1894.0,True,False,2108.0,3659.0,2,49.7,denied,defaulted,50.0
APP-0659,5907.0,5774.0,3000,employed,1233.0,False,False,3005.0,5627.0,1,62.2,flagged_for_review,repaid,
APP-0660,6323.0,,500,employed,1685.0,False,False,5107.0,6318.0,0,53.4,flagged_for_review,defaulted,145.0
APP-0661,500.0,521.0,1000,unemployed,549.0,False,False,374.0,476.0,2,47.7,denied,defaulted,178.0
APP-0662,4591.0,4231.0,2000,self_employed,2586.0,False,False,3688.0,4151.0,2,63.9,flagged_for_review,defaulted,36.0
APP-0663,5399.0,5590.0,2000,employed,3613.0,False,True,3094.0,5555.0,1,79.2,approved,defaulted,22.0
APP-0664,4345.0,3965.0,2000,employed,775.0,False,True,2316.0,3473.0,2,78.1,approved,repaid,
APP-0665,4901.0,5016.0,500,employed,3922.0,False,True,4069.0,4624.0,1,87.2,approved,repaid,
APP-0666,8150.0,7521.0,500,employed,2170.0,False,True,6112.0,6460.0,2,86.5,approved,repaid,
APP-0667,4629.0,4193.0,1500,employed,2362.0,False,False,3677.0,3954.0,2,80.7,approved,defaulted,82.0
APP-0668,4462.0,4497.0,2000,employed,0.0,True,True,3231.0,4215.0,2,65.1,flagged_for_review,defaulted,76.0
APP-0669,4029.0,3795.0,1000,employed,0.0,True,True,1314.0,3342.0,2,80.1,approved,repaid,
APP-0670,6116.0,6160.0,500,employed,2216.0,True,True,1882.0,5973.0,1,86.8,approved,repaid,
APP-0671,6857.0,6742.0,2000,self_employed,3185.0,False,True,4825.0,5769.0,1,81.6,approved,repaid,
APP-0672,4026.0,3689.0,1000,employed,993.0,False,False,3032.0,3582.0,2,81.5,approved,repaid,
APP-0673,6982.0,7260.0,500,employed,4505.0,False,False,4868.0,6200.0,1,82.1,approved,repaid,
APP-0674,7129.0,6900.0,500,employed,3102.0,False,True,3154.0,6545.0,2,91.2,approved,repaid,
APP-0675,1815.0,1833.0,1000,unemployed,637.0,False,True,1131.0,1580.0,2,54.3,flagged_for_review,defaulted,103.0
APP-0676,2200.0,2145.0,1500,employed,2046.0,False,True,963.0,1904.0,2,68.4,flagged_for_review,repaid,
APP-0677,6511.0,6450.0,1000,employed,5715.0,False,True,3665.0,6181.0,1,90.1,approved,repaid,
APP-0678,1733.0,1638.0,300,unemployed,136.0,True,True,802.0,1462.0,1,66.5,flagged_for_review,defaulted,124.0
APP-0679,7211.0,6707.0,300,self_employed,2792.0,False,True,5555.0,6215.0,2,81.1,approved,defaulted,145.0
APP-0680,3278.0,3217.0,1000,self_employed,1516.0,False,False,1436.0,3176.0,1,79.5,approved,repaid,
APP-0681,6339.0,6124.0,1500,employed,3060.0,False,True,3547.0,5251.0,2,89.2,approved,repaid,
APP-0682,3183.0,662.0,300,employed,3901.0,False,True,344.0,643.0,2,62.2,flagged_for_review,repaid,
APP-0683,2141.0,2143.0,1500,self_employed,1421.0,False,True,1347.0,1842.0,1,60.2,flagged_for_review,repaid,
APP-0684,995.0,999.0,500,unemployed,3678.0,False,False,579.0,868.0,1,48.8,denied,repaid,
APP-0685,3569.0,,500,employed,5332.0,False,True,2790.0,3098.0,0,58.5,flagged_for_review,repaid,
APP-0686,4389.0,4173.0,500,employed,2099.0,False,False,1526.0,4169.0,2,86.3,approved,repaid,
APP-0687,6029.0,5798.0,300,employed,3177.0,False,True,2255.0,5085.0,2,91.6,approved,repaid,
APP-0688,816.0,,1500,self_employed,1114.0,False,True,641.0,803.0,0,31.0,denied,repaid,
APP-0689,5877.0,5497.0,1000,employed,2029.0,False,True,2963.0,5490.0,2,90.6,approved,repaid,
APP-0690,7965.0,7230.0,2000,employed,1735.0,False,False,2676.0,6562.0,2,85.9,approved,repaid,
APP-0691,2654.0,,300,employed,3195.0,False,True,1572.0,2507.0,0,61.2,flagged_for_review,repaid,
APP-0692,7426.0,7504.0,500,employed,3807.0,True,True,5252.0,7255.0,2,82.8,approved,defaulted,46.0
APP-0693,5157.0,4709.0,1000,employed,1836.0,False,True,1409.0,4280.0,1,92.7,approved,repaid,
APP-0694,3652.0,3298.0,2000,employed,4300.0,True,True,1412.0,2883.0,2,62.6,flagged_for_review,defaulted,44.0
APP-0695,8892.0,,1000,self_employed,4295.0,False,False,6722.0,8137.0,0,47.2,denied,repaid,
APP-0696,4716.0,4555.0,1000,employed,3270.0,False,True,2807.0,4399.0,1,89.6,approved,defaulted,126.0
APP-0697,6382.0,6497.0,1000,employed,1226.0,True,False,2029.0,6283.0,2,80.8,approved,repaid,
APP-0698,4809.0,4994.0,300,employed,1082.0,False,True,2135.0,4418.0,2,91.2,approved,repaid,
APP-0699,7267.0,7194.0,3000,employed,781.0,False,True,4510.0,6303.0,1,77.6,approved,defaulted,97.0
APP-0700,2823.0,2620.0,1500,employed,3424.0,False,False,1112.0,2589.0,2,63.2,flagged_for_review,repaid,
APP-0701,4982.0,,2000,employed,182.0,False,True,3575.0,4268.0,0,41.9,denied,defaulted,179.0
APP-0702,3121.0,1216.0,1500,employed,3015.0,False,True,864.0,1168.0,2,48.9,denied,repaid,
APP-0703,5545.0,5473.0,1500,employed,378.0,True,True,2844.0,4690.0,1,77.9,approved,repaid,
APP-0704,6330.0,6345.0,300,employed,3235.0,False,False,5541.0,6190.0,2,81.0,approved,repaid,
APP-0705,500.0,475.0,1500,unemployed,2026.0,False,True,260.0,469.0,1,56.0,flagged_for_review,repaid,
APP-0706,1094.0,1047.0,500,employed,4000.0,False,True,424.0,937.0,1,80.2,approved,repaid,
APP-0707,2724.0,2752.0,1000,self_employed,3712.0,False,True,1730.0,2370.0,2,71.5,flagged_for_review,defaulted,33.0
APP-0708,5655.0,5876.0,1500,employed,4153.0,False,False,3645.0,5419.0,2,83.3,approved,repaid,
APP-0709,3926.0,,2000,self_employed,4191.0,True,False,1819.0,3513.0,0,21.8,denied,defaulted,100.0
APP-0710,6019.0,6130.0,1500,self_employed,2215.0,False,False,2928.0,5594.0,2,78.8,approved,repaid,
APP-0711,3393.0,3141.0,1500,employed,262.0,False,True,1667.0,2983.0,1,73.2,flagged_for_review,repaid,
APP-0712,6020.0,5609.0,500,employed,421.0,True,True,2419.0,4945.0,2,79.1,approved,repaid,
APP-0713,6789.0,6652.0,1000,employed,0.0,False,True,4578.0,6010.0,2,82.4,approved,repaid,
APP-0714,2332.0,2161.0,300,employed,375.0,False,False,1512.0,2090.0,2,76.8,approved,repaid,
APP-0715,2275.0,2264.0,2000,unemployed,2103.0,False,True,1257.0,2143.0,1,55.6,flagged_for_review,repaid,
APP-0716,2258.0,2131.0,5000,self_employed,1161.0,False,False,1070.0,1916.0,2,55.9,flagged_for_review,defaulted,32.0
APP-0717,1895.0,1930.0,1000,unemployed,1730.0,False,False,985.0,1833.0,2,50.1,flagged_for_review,repaid,
APP-0718,5522.0,5639.0,300,employed,2739.0,False,True,2635.0,5441.0,1,91.2,approved,repaid,
APP-0719,3453.0,3348.0,1000,self_employed,1544.0,False,False,1118.0,3143.0,1,80.4,approved,repaid,
APP-0720,1426.0,,3000,unemployed,317.0,True,False,599.0,1263.0,0,10.3,denied,defaulted,70.0
APP-0721,5051.0,,1500,employed,1920.0,False,True,2184.0,4294.0,0,62.4,flagged_for_review,defaulted,37.0
APP-0722,3369.0,3534.0,300,employed,652.0,False,True,2250.0,3429.0,1,89.4,approved,repaid,
APP-0723,4297.0,,5000,self_employed,1594.0,False,True,3359.0,4183.0,0,31.0,denied,defaulted,58.0
APP-0724,6019.0,5449.0,2000,employed,4014.0,False,True,2899.0,5202.0,2,90.4,approved,repaid,
APP-0725,2567.0,,500,self_employed,1594.0,False,False,2021.0,2211.0,0,46.4,denied,repaid,
APP-0726,5999.0,5687.0,3000,employed,4656.0,False,True,4468.0,5334.0,1,65.1,flagged_for_review,defaulted,151.0
APP-0727,5228.0,,1000,self_employed,4147.0,False,False,4783.0,5088.0,0,46.1,denied,repaid,
